gene	gene_id	transcript	oe_lof_upper	obs_lof	exp_lof	mu_lof	cds_length	canonical	chr.hg38	gene_start	gene_end	transcript_start	transcript_end	gene_length	transcript_length	ccr_length
TBX5	ENSG00000089225	ENST00000310346	0.135	0	22.08	1.7173775e-06	1554	1	12	114353911	114408442	114353931	114408442	54532	54512	1625
PEBP1	ENSG00000089220	ENST00000261313	0.886	3	8.7522	7.6616175e-07	561	1	12	118136124	118145584	118136124	118145584	9461	9461	563
CHGB	ENSG00000089199	ENST00000378961	0.776	16	31.315	3.0530225e-06	2031	1	20	5911510	5925353	5911510	5925353	13844	13844	1982
TRMT6	ENSG00000089195	ENST00000203001	0.747	12	26.034	2.3672775e-06	1491	1	20	5937228	5950558	5937228	5950533	13331	13306	1482
KIF16B	ENSG00000089177	ENST00000354981	0.802	43	69.152	5.03907e-06	3951	1	20	16272104	16573448	16272104	16573448	301345	301345	4641
RPH3A	ENSG00000089169	ENST00000389385	0.474	14	46.173	4.4948625e-06	2082	1	12	112570380	112898881	112791748	112898881	328502	107134	2096
SIRT4	ENSG00000089163	ENST00000202967	1.773	13	11.136	7.94754e-07	942	1	12	120302316	120313249	120302321	120313249	10934	10929	941
PXN	ENSG00000089159	ENST00000228307	0.525	8	27.501	2.10581e-06	1773	0	12	120210439	120265771	120210447	120265771	55333	55325	1851
RPLP0	ENSG00000089157	ENST00000228306	0.464	2	13.568	1.282045e-06	951	0	12	120196699	120201235	120196707	120201211	4537	4505	684
GCN1L1	ENSG00000089154	ENST00000300648	0.208	18	128.49	1.11794525e-05	8013	1	12	120127202	120194715	120127202	120194715	67514	67514	7983
OAS1	ENSG00000089127	ENST00000202917	0.941	10	18.033	1.680695e-06	1200	1	12	112905856	112933219	112906962	112919903	27364	12942	1568
TASP1	ENSG00000089123	ENST00000337743	0.424	5	24.769	2.071975e-06	1260	1	20	13389392	13638932	13389394	13638932	249541	249539	1240
LHX5	ENSG00000089116	ENST00000261731	0.348	1	13.613	9.778985e-07	1206	1	12	113462033	113472280	113462033	113471871	10248	9839	1092
C20orf26	ENSG00000089101	ENST00000245957	0.728	34	62.156	5.5300125e-06	3711	1	20	20052514	20360703	20052532	20360698	308190	308167	3770
KDM2B	ENSG00000089094	ENST00000377069	0.123	3	62.965	5.6368775e-06	3795	0	12	121429096	121582279	121429097	121580459	153184	151363	4021
DZANK1	ENSG00000089091	ENST00000262547	1.167	34	38.783	3.314825e-06	2256	1	20	18383367	18467281	18383369	18467185	83915	83817	2406
TMEM230	ENSG00000089063	ENST00000202834	0.781	0	3.8201	4.9822875e-07	360	1	20	5068232	5113087	5099850	5113076	44856	13227	305
SLC8B1	ENSG00000089060	ENST00000202831	1.238	26	29.142	2.54734e-06	1752	0	12	113298759	113359493	113298767	113335120	60735	36354	1818
SLC23A2	ENSG00000089057	ENST00000338244	0.528	10	32.097	2.671625e-06	1950	1	20	4852356	5010293	4852358	5001510	157938	149153	1949
ANAPC5	ENSG00000089053	ENST00000261819	0.754	21	40.081	3.146655e-06	2265	1	12	121308245	121399896	121308245	121352411	91652	44167	2327
RBBP9	ENSG00000089050	ENST00000337227	0.81	4	11.296	1.0800065e-06	558	1	20	18486540	18497225	18486540	18497225	10686	10686	561
ESF1	ENSG00000089048	ENST00000202816	0.463	11	39.333	3.271275e-06	2553	1	20	13714322	13784919	13714322	13784886	70598	70565	2535
SIRPG	ENSG00000089012	ENST00000216927	1.884	12	8.9927	1.43264425e-06	828	0	20	1629152	1657779	1630224	1657714	28628	27491	1154
SNX5	ENSG00000089006	ENST00000377759	0.661	9	23.758	2.21234e-06	1212	1	20	17941597	17968980	17941600	17968794	27384	27195	930
TESC	ENSG00000088992	ENST00000335209	0.675	4	13.554	1.2205055e-06	642	1	12	117038923	117099479	117038923	117099416	60557	60494	592
DYNLL1	ENSG00000088986	ENST00000242577	0.759	0	3.9331	2.8067975e-07	267	1	12	120469850	120498493	120496113	120498493	28644	2381	342
XRN2	ENSG00000088930	ENST00000377191	0.355	14	61.609	5.28094e-06	2850	1	20	21303331	21389825	21303331	21389825	86495	86495	2853
F11	ENSG00000088926	ENST00000264691	1.606	5	6.2866	2.884685e-06	475	0	4	186266189	186289681	186285638	186288806	23493	3169	573
LZTS3	ENSG00000088899	ENST00000329152	0.228	1	20.822	1.7713125e-06	2019	1	20	3162617	3173549	3162617	3168561	10933	5945	1965
CPXM1	ENSG00000088882	ENST00000380605	0.906	24	37.274	3.5206825e-06	2202	1	20	2794074	2800627	2794074	2800627	6554	6554	2067
ZNF343	ENSG00000088876	ENST00000278772	1.478	4	6.0568	4.289675e-07	1797	1	20	2481817	2524702	2481817	2508915	42886	27099	1697
C20orf194	ENSG00000088854	ENST00000252032	0.6	33	73.518	6.3248e-06	3531	1	20	3249306	3407669	3249306	3407669	158364	158364	3512
SLC4A11	ENSG00000088836	ENST00000380056	0.89	26	40.529	3.8985625e-06	2673	0	20	3227417	3239559	3227417	3237727	12143	10311	2648
NSFL1C	ENSG00000088833	ENST00000216879	0.622	6	19.038	1.7136925e-06	1110	1	20	1442162	1473842	1442166	1466849	31681	24684	1125
FKBP1A	ENSG00000088832	ENST00000381715	0.621	0	4.8188	5.3859625e-07	309	0	20	1368977	1393164	1369573	1393054	24188	23482	305
SMOX	ENSG00000088826	ENST00000278795	0.679	9	23.115	1.893085e-06	1596	0	20	4120980	4187747	4148779	4187747	66768	38969	1758
ATRN	ENSG00000088812	ENST00000262919	0.195	9	80.745	7.5319725e-06	4287	1	20	3471018	3651118	3471018	3651118	180101	180101	3898
PPP1R13B	ENSG00000088808	ENST00000202556	0.269	8	53.591	4.6422625e-06	3270	1	14	103733195	103847575	103733195	103847575	114381	114381	3257
DEFB127	ENSG00000088782	ENST00000382388	1.692	0	1.1028	7.8591e-08	297	1	20	157454	159163	157454	159163	1710	1710	300
CRLS1	ENSG00000088766	ENST00000378863	0.932	6	12.704	1.27335175e-06	903	1	20	6006093	6040053	6006123	6040053	33961	33931	606
ARHGAP28	ENSG00000088756	ENST00000383472	0.826	22	38.036	3.0315825e-06	2187	1	18	6729716	6915716	6729716	6915716	186001	186001	2218
KIF9	ENSG00000088727	ENST00000265529	1.143	36	41.603	3.265245e-06	2370	0	3	47227998	47283451	47228395	47283451	55454	55057	2439
TMEM40	ENSG00000088726	ENST00000264728	1.189	14	18.411	1.56061425e-06	699	0	3	12733528	12769457	12734707	12769457	35930	34751	713
COQ9	ENSG00000088682	ENST00000262507	1.011	11	18.015	1.63736275e-06	954	1	16	57447425	57461270	57447479	57461270	13846	13792	898
C3orf18	ENSG00000088543	ENST00000357203	1.694	5	5.7807	4.11313e-07	486	1	3	50558025	50571027	50558025	50567747	13003	9723	563
DOCK3	ENSG00000088538	ENST00000266037	0.158	11	115.27	1.044932e-05	6090	1	3	50674927	51384198	50674927	51384198	709272	709272	5997
TGDS	ENSG00000088451	ENST00000261296	1.148	16	21.16	1.49461925e-06	1050	1	13	94574054	94596242	94574054	94596152	22189	22099	1050
ANKRD10	ENSG00000088448	ENST00000267339	0.616	4	14.852	1.16578325e-06	1260	1	13	110878540	110915069	110878540	110915069	36530	36530	1484
DOCK9	ENSG00000088387	ENST00000339416	0.198	14	110.45	9.30898e-06	6279	0	13	98793429	99086625	98809311	99015780	293197	206470	5446
SLC15A1	ENSG00000088386	ENST00000376503	0.888	26	40.644	3.3933825e-06	2124	1	13	98683801	98752672	98683801	98752672	68872	68872	2119
EPB41L1	ENSG00000088367	ENST00000202028	0.325	6	36.438	3.4714375e-06	2337	0	20	36091504	36232799	36091504	36230341	141296	138838	2728
PDRG1	ENSG00000088356	ENST00000202017	1.547	6	7.4937	6.4150825e-07	399	1	20	31944337	31952046	31944337	31952046	7710	7710	402
TPX2	ENSG00000088325	ENST00000300403	0.217	4	42.165	3.9313925e-06	2241	1	20	31739271	31801805	31739290	31801800	62535	62511	2243
REM1	ENSG00000088320	ENST00000201979	1.435	12	13.516	1.47666325e-06	894	1	20	31475288	31484895	31475288	31484895	9608	9608	889
DNMT3B	ENSG00000088305	ENST00000201963	0.379	13	54.485	6.4197725e-06	2535	0	20	32762385	32809359	32779852	32809356	46975	29505	2455
EDEM2	ENSG00000088298	ENST00000374491	0.82	14	26.704	2.6617425e-06	1623	0	20	35115364	35147336	35115364	35147319	31973	31956	1869
ASAP3	ENSG00000088280	ENST00000336689	0.711	27	52.392	4.7005525e-06	2709	1	1	23428563	23484637	23428563	23484179	56075	55617	2606
GNA11	ENSG00000088256	ENST00000078429	0.395	2	15.945	1.140139e-06	1077	1	19	3094362	3123999	3094362	3123999	29638	29638	1080
KHSRP	ENSG00000088247	ENST00000398148	0.078	0	38.194	3.1082975e-06	2133	1	19	6413102	6424811	6413348	6424794	11710	11447	1953
DDX18	ENSG00000088205	ENST00000263239	0.452	8	31.928	2.779495e-06	2010	1	2	117814691	117832377	117814691	117832377	17687	17687	1869
PTPN4	ENSG00000088179	ENST00000263708	0.279	10	60.86	6.0552925e-06	2778	1	2	119759922	119984899	119759922	119984899	224978	224978	2883
GP6	ENSG00000088053	ENST00000310373	1.609	16	14.992	1.2337045e-06	1860	1	19	55013705	55038264	55013705	55038264	24560	24560	1835
CNOT3	ENSG00000088038	ENST00000221232	0.076	0	39.347	3.43978e-06	2259	1	19	54137749	54155681	54137762	54155681	17933	17920	2635
ALG6	ENSG00000088035	ENST00000263440	0.595	10	28.522	2.16611e-06	1527	1	1	63367575	63438553	63367627	63438553	70979	70927	1530
SULT2B1	ENSG00000088002	ENST00000201586	0.55	3	14.092	1.0038275e-06	1095	1	19	48552172	48599425	48552172	48599423	47254	47252	1121
METTL2A	ENSG00000087995	ENST00000311506	1.352	20	21.488	1.9217275e-06	1134	1	17	62423875	62453385	62423897	62453385	29511	29489	0
RFX2	ENSG00000087903	ENST00000303657	0.213	3	36.452	2.7686075e-06	2169	1	19	5993164	6199572	5993164	6110500	206409	117337	2174
AAMDC	ENSG00000087884	ENST00000304716	1.793	8	7.3581	6.3517675e-07	441	0	11	77821109	77918432	77821155	77900714	97324	79560	534
CASS4	ENSG00000087589	ENST00000360314	0.446	6	26.547	2.3059725e-06	2358	0	20	56412112	56460387	56412112	56458780	48276	46669	2361
AURKA	ENSG00000087586	ENST00000312783	0.391	3	19.806	1.56275825e-06	1209	0	20	56369389	56392337	56369390	56392295	22949	22906	1214
TFAP2C	ENSG00000087510	ENST00000201031	0.371	2	16.976	1.36681675e-06	1350	1	20	56629306	56639283	56629306	56639283	9978	9978	1312
ERGIC2	ENSG00000087502	ENST00000360150	0.628	7	20.937	1.6191555e-06	1131	1	12	29337352	29381189	29337352	29381172	43838	43821	1134
PHACTR3	ENSG00000087495	ENST00000355648	0.264	3	29.348	3.091045e-06	1554	0	20	59577509	59847711	59676661	59847711	270203	171051	1562
PTHLH	ENSG00000087494	ENST00000201015	0.419	0	7.1478	1.30082175e-06	525	0	12	27958084	27972733	27962322	27971983	14650	9662	552
DNM1L	ENSG00000087470	ENST00000266481	0.45	11	40.469	4.1287075e-06	2097	0	12	32679200	32745650	32679303	32744350	66451	65048	2246
GNAS	ENSG00000087460	ENST00000306120	1.376	5	7.5807	3.4992425e-06	1875	0	20	58839718	58911192	58853261	58855333	71475	2073	2029
KLHL42	ENSG00000087448	ENST00000381271	0.724	6	16.347	1.31237925e-06	1515	1	12	27780048	27803040	27780233	27803040	22993	22808	1522
SF3B2	ENSG00000087365	ENST00000322535	0.222	6	53.23	5.10406e-06	2685	1	11	66050729	66069308	66052364	66069308	18580	16945	2682
GMCL1	ENSG00000087338	ENST00000282570	0.75	16	32.414	2.6449925e-06	1545	1	2	69829660	69881384	69829660	69881384	51725	51725	1448
NID2	ENSG00000087303	ENST00000216286	0.559	26	64.563	5.26888e-06	4125	1	14	52004809	52069059	52004809	52069059	64251	64251	4123
C14orf166	ENSG00000087302	ENST00000261700	0.59	4	15.515	1.36068625e-06	732	1	14	51989514	52010694	51989546	52010694	21181	21149	735
TXNDC16	ENSG00000087301	ENST00000281741	0.626	15	36.894	2.6054625e-06	2475	1	14	52429472	52552547	52430596	52552505	123076	121910	2467
L2HGDH	ENSG00000087299	ENST00000261699	0.806	11	22.603	2.1622575e-06	1323	0	14	50237563	50312229	50237563	50312168	74667	74606	1607
ADD1	ENSG00000087274	ENST00000264758	0.296	5	35.459	3.041465e-06	2304	1	4	2843844	2930076	2843857	2930073	86233	86217	2438
NOP14	ENSG00000087269	ENST00000314262	0.569	18	46.889	4.2014025e-06	2571	0	4	2937933	2963406	2937942	2963368	25474	25427	2649
SH3BP2	ENSG00000087266	ENST00000356331	1.157	20	25.116	2.2741475e-06	1683	0	4	2793023	2841291	2818814	2841098	48269	22285	1738
LPCAT2	ENSG00000087253	ENST00000262134	0.994	20	29.229	2.7247225e-06	1632	1	16	55509072	55586666	55509072	55586666	77595	77595	1580
MT3	ENSG00000087250	ENST00000200691	1.536	2	3.8375	2.7022775e-07	204	1	16	56589074	56591088	56589528	56591085	2015	1558	451
MMP2	ENSG00000087245	ENST00000219070	0.365	6	32.416	2.809645e-06	1980	1	16	55389700	55506691	55479198	55506691	116992	27494	1980
CETP	ENSG00000087237	ENST00000200676	1.499	33	29.42	2.777485e-06	1479	1	16	56961923	56983845	56961950	56983845	21923	21896	1474
PSMC5	ENSG00000087191	ENST00000310144	0.355	3	21.824	1.832785e-06	1218	1	17	63827152	63832026	63827431	63832019	4875	4589	1226
PGS1	ENSG00000087157	ENST00000262764	1.131	20	25.707	2.298435e-06	1668	1	17	78378649	78425114	78378649	78424659	46466	46011	1576
TMPRSS11E	ENSG00000087128	ENST00000305363	0.912	14	24.005	2.132945e-06	1269	1	4	68447463	68497604	68447463	68497604	50142	50142	0
ADAMTS2	ENSG00000087116	ENST00000251582	0.311	10	54.601	4.6137875e-06	3633	1	5	179110853	179345461	179110853	179345461	234609	234609	3491
NLK	ENSG00000087095	ENST00000407008	0.113	0	26.497	2.72489e-06	1581	1	17	28041737	28196381	28042677	28196381	154645	153705	1580
BAX	ENSG00000087088	ENST00000293288	0.751	2	8.3828	1.06648925e-06	654	1	19	48954815	48961798	48954929	48961798	6984	6870	711
ACHE	ENSG00000087085	ENST00000241069	0.196	1	24.226	2.4031225e-06	1842	1	7	100889994	100896974	100889994	100895888	6981	5895	1803
TRIP6	ENSG00000087077	ENST00000200457	0.67	8	21.532	1.801295e-06	1428	1	7	100867387	100873454	100867387	100873454	6068	6068	1402
HSD17B14	ENSG00000087076	ENST00000263278	1.531	16	15.824	1.589508e-06	810	1	19	48813018	48836510	48813018	48836491	23493	23474	853
PPP1R15A	ENSG00000087074	ENST00000200453	1.235	20	23.527	2.09576e-06	2022	1	19	48872212	48876059	48872421	48876058	3848	3638	2017
MTMR2	ENSG00000087053	ENST00000346299	0.654	18	40.791	4.597875e-06	1929	1	11	95821766	95925315	95832880	95924107	103550	91228	1922
ACOX3	ENSG00000087008	ENST00000356406	1.063	28	36.127	3.11148e-06	2100	1	4	8366282	8440723	8366282	8440723	74442	74442	2089
NOX4	ENSG00000086991	ENST00000263317	1.138	33	38.758	3.5699275e-06	1734	1	11	89324353	89498187	89324353	89491375	173835	167023	838
MYBPC2	ENSG00000086967	ENST00000357701	0.964	43	57.496	4.69938e-06	3423	1	19	50432892	50466321	50432892	50466321	33430	33430	3414
ALG9	ENSG00000086848	ENST00000398006	0.611	9	25.702	2.2905625e-06	1320	0	11	111782195	111871581	111786284	111871301	89387	85018	1342
ZW10	ENSG00000086827	ENST00000200135	0.525	12	37.055	2.6258975e-06	2337	1	11	113733187	113773735	113733187	113773692	40549	40506	2335
LAT2	ENSG00000086730	ENST00000275635	0.835	9	18.802	1.33793975e-06	729	0	7	74199652	74229834	74210006	74229831	30183	19826	727
HSD17B2	ENSG00000086696	ENST00000199936	1.725	14	12.346	1.01352575e-06	1161	1	16	82035004	82098534	82035253	82098534	63531	63282	1452
ZFAND6	ENSG00000086666	ENST00000261749	0.63	2	9.9917	7.0149e-07	624	1	15	80059568	80140292	80059676	80138393	80725	78718	839
ERO1LB	ENSG00000086619	ENST00000264181	1.389	7	9.4234	3.1036075e-06	519	0	1	236214681	236282019	236220173	236226495	67339	6323	522
TMED2	ENSG00000086598	ENST00000262225	0.414	0	7.2288	5.07659e-07	603	1	12	123584533	123598582	123584552	123598582	14050	14031	605
FAT2	ENSG00000086570	ENST00000261800	0.507	54	133.64	1.2712245e-05	13047	1	5	151504092	151591331	151504092	151591331	87240	87240	13032
CEACAM6	ENSG00000086548	ENST00000199764	1.217	11	14.961	1.36118875e-06	1032	1	19	41750977	41772211	41755530	41772211	21235	16682	1029
ITPKC	ENSG00000086544	ENST00000263370	0.472	7	27.829	2.289055e-06	2049	1	19	40717112	40740860	40717112	40740860	23749	23749	1878
HBQ1	ENSG00000086506	ENST00000199708	1.912	4	3.0373	2.14266e-07	426	1	16	180459	181179	180459	181179	721	721	402
MRPL28	ENSG00000086504	ENST00000199706	1.469	11	12.348	1.16377325e-06	768	1	16	366969	371289	366969	370538	4321	3570	911
SEPHS1	ENSG00000086475	ENST00000327347	0.298	1	15.911	1.132032e-06	1176	1	10	13317428	13348298	13317428	13348293	30871	30866	975
SNX10	ENSG00000086300	ENST00000338523	1.655	14	13.029	1.199702e-06	603	1	7	26291862	26374383	26291862	26374383	82522	82522	705
EPDR1	ENSG00000086289	ENST00000199448	1.051	4	8.7029	6.20219e-07	672	1	7	37920640	37951936	37920640	37951936	31297	31297	940
NME8	ENSG00000086288	ENST00000199447	1.339	41	39.723	4.122175e-06	1764	1	7	37848597	37900397	37848597	37900397	51801	51801	1752
EIF2AK1	ENSG00000086232	ENST00000199389	0.71	16	34.215	2.8845175e-06	1890	1	7	6022247	6059175	6022247	6059175	36929	36929	2266
FOLH1	ENSG00000086205	ENST00000256999	0.741	20	39.209	3.2952275e-06	2250	1	11	49145092	49208638	49145092	49208602	63547	63511	0
IPO11	ENSG00000086200	ENST00000325324	0.392	16	62.056	5.6883e-06	2925	1	5	62403972	62628582	62412763	62628582	224611	215820	3042
DIMT1	ENSG00000086189	ENST00000199320	1.036	13	19.948	1.83178e-06	939	1	5	62347284	62403943	62387254	62403905	56660	16652	870
AQP6	ENSG00000086159	ENST00000315520	1.087	4	8.4178	7.36397e-07	846	1	12	49967194	49977139	49972947	49977139	9946	4193	847
NFX1	ENSG00000086102	ENST00000379521	0.411	15	56.212	5.6475975e-06	3072	0	9	33290512	33371157	33290512	33365283	80646	74772	3071
CHMP5	ENSG00000086065	ENST00000223500	0.807	6	14.666	1.29341825e-06	657	1	9	33264879	33282070	33265049	33282070	17192	17022	607
B4GALT1	ENSG00000086062	ENST00000379731	0.704	5	14.934	1.2243245e-06	1194	1	9	33100493	33167336	33110642	33167336	66844	56695	1197
DNAJA1	ENSG00000086061	ENST00000330899	0.542	6	21.848	2.1927425e-06	1191	1	9	33025273	33039907	33025273	33039907	14635	14635	971
MAST2	ENSG00000086015	ENST00000361297	0.707	44	80.017	7.72577e-06	5394	1	1	45786987	46036122	45803612	46036122	249136	232511	5243
RAD54L	ENSG00000085999	ENST00000371975	0.97	29	40.763	4.3119525e-06	2241	1	1	46246461	46278480	46247763	46278473	32020	30711	2221
POMGNT1	ENSG00000085998	ENST00000371984	1.066	35	43.516	4.59754e-06	1980	1	1	46188683	46220305	46188683	46198434	31623	9752	2305
USP40	ENSG00000085982	ENST00000251722	0.91	48	67.075	5.4342025e-06	3705	0	2	233475526	233566782	233475526	233566782	91257	91257	3864
ATG16L1	ENSG00000085978	ENST00000347464	0.297	4	30.779	4.1722575e-06	1332	0	2	233210051	233295674	233251571	233295673	85624	44103	1872
CHERP	ENSG00000085872	ENST00000198939	0.13	2	48.393	4.034405e-06	2781	0	19	16517894	16542437	16517896	16542415	24544	24520	2593
MGST2	ENSG00000085871	ENST00000265498	0.932	3	8.3177	5.8777425e-07	441	1	4	139665768	139740745	139665819	139704243	74978	38425	444
ORC1	ENSG00000085840	ENST00000371566	0.881	29	44.886	5.058165e-06	2583	0	1	52372829	52404423	52372831	52404387	31595	31557	2585
EPS15	ENSG00000085832	ENST00000371730	0.385	9	40.772	3.5839975e-06	2286	0	1	51354263	51519328	51354263	51519241	165066	164979	2762
TTC39A	ENSG00000085831	ENST00000262675	0.51	10	33.289	2.68603e-06	1650	0	1	51287258	51345116	51287812	51330173	57859	42362	2135
DDHD2	ENSG00000085788	ENST00000397166	0.769	23	42.367	3.960035e-06	2133	1	8	38225218	38275558	38231585	38262836	50341	31252	2123
MTIF2	ENSG00000085760	ENST00000263629	0.836	21	36.157	2.97547e-06	2181	1	2	55236595	55269347	55236595	55269231	32753	32637	2168
WNT11	ENSG00000085741	ENST00000322563	0.812	6	14.58	1.34705175e-06	1062	1	11	76186325	76210736	76186325	76206502	24412	20178	1061
CTTN	ENSG00000085733	ENST00000301843	0.282	5	37.241	3.405275e-06	1650	1	11	70398404	70436584	70398529	70436575	38181	38047	2086
RRN3	ENSG00000085721	ENST00000198767	0.648	14	33.786	2.78117e-06	1953	1	16	15060033	15094311	15060033	15094272	34279	34240	162
AKR1B1	ENSG00000085662	ENST00000285930	0.997	10	17.009	1.26373725e-06	948	1	7	134442356	134459284	134442356	134459100	16929	16745	947
ZNF213	ENSG00000085644	ENST00000396878	1.055	14	20.749	1.75741e-06	1377	1	16	3129777	3142804	3135029	3142804	13028	7776	1356
ABCB1	ENSG00000085563	ENST00000265724	0.473	21	63.974	6.1216225e-06	3840	1	7	87503017	87713323	87503859	87713323	210307	209465	3646
IGSF9	ENSG00000085552	ENST00000361509	0.708	28	54.199	5.4425775e-06	3489	0	1	159927039	159945613	159927039	159945596	18575	18558	3341
PILRA	ENSG00000085514	ENST00000198536	1.603	16	15.052	1.354673e-06	909	1	7	100367530	100400096	100373487	100400096	32567	26610	484
MAP3K4	ENSG00000085511	ENST00000348824	0.173	8	83.316	8.0204025e-06	4662	0	6	160991727	161117385	160991814	161117382	125659	125569	4805
OVGP1	ENSG00000085465	ENST00000369732	0.723	9	21.718	1.6835425e-06	2034	1	1	111414319	111427735	111414319	111427735	13417	13417	2030
WDFY1	ENSG00000085449	ENST00000233055	0.752	11	24.219	1.7291025e-06	1230	1	2	223855716	223945357	223875348	223945335	89642	69988	1232
SEH1L	ENSG00000085415	ENST00000262124	0.305	2	20.641	2.25723e-06	1080	0	18	12947133	12987536	12947995	12987536	40404	39542	1275
HACE1	ENSG00000085382	ENST00000262903	0.524	19	53.214	4.48833e-06	2727	1	6	104728094	104859919	104728094	104859919	131826	131826	2672
PREP	ENSG00000085377	ENST00000369110	0.434	10	39.123	3.3565325e-06	2130	1	6	105273218	105454062	105277270	105454062	180845	176793	2165
MECOM	ENSG00000085276	ENST00000264674	0.136	2	46.14	3.6211825e-06	3348	1	3	169083499	169663775	169083499	169146305	580277	62807	3368
MYNN	ENSG00000085274	ENST00000349841	0.431	5	24.365	2.07566e-06	1830	1	3	169773396	169789716	169773396	169789716	16321	16321	1841
FCN1	ENSG00000085265	ENST00000371806	1.815	22	16.698	1.643845e-06	978	1	9	134903232	134917912	134903232	134917912	14681	14681	975
TAF9	ENSG00000085231	ENST00000380818	1.439	8	9.9771	8.2897425e-07	507	0	5	69350984	69370013	69351726	69370013	19030	18288	0
CD82	ENSG00000085117	ENST00000227155	1.255	14	17.436	1.66556975e-06	801	1	11	44564427	44620363	44565663	44620358	55937	54696	1010
CD59	ENSG00000085063	ENST00000351554	1.004	0	2.9311	2.067285e-07	384	0	11	33703010	33736479	33709996	33736479	33470	26484	445
CAD	ENSG00000084774	ENST00000264705	0.251	19	110.9	1.05791325e-05	6675	1	2	27217369	27243943	27217369	27243943	26575	26575	6833
MAPRE3	ENSG00000084764	ENST00000233121	0.49	2	12.842	1.05201725e-06	843	1	2	26970637	27027219	26970637	27027219	56583	56583	846
HADHA	ENSG00000084754	ENST00000380649	0.621	16	39.143	3.41633e-06	2289	1	2	26190635	26244672	26190635	26244632	54038	53998	2407
GCKR	ENSG00000084734	ENST00000264717	1.149	31	36.415	3.5652375e-06	1875	1	2	27496839	27523684	27496839	27523684	26846	26846	1985
KIF3C	ENSG00000084731	ENST00000264712	0.287	4	31.921	2.981165e-06	2379	1	2	25926598	25982749	25926598	25982497	56152	55900	2379
EFR3B	ENSG00000084710	ENST00000264719	0.51	11	35.708	3.9102875e-06	1956	0	2	25042076	25159135	25121673	25154361	117060	32689	2132
AGBL5	ENSG00000084693	ENST00000360131	0.679	20	42.792	4.8516375e-06	2658	1	2	27042364	27070622	27051668	27070618	28259	18951	2836
NCOA1	ENSG00000084676	ENST00000288599	0.196	7	67.011	6.2176e-06	4197	0	2	24491254	24770702	24584477	24770702	279449	186226	4363
APOB	ENSG00000084674	ENST00000233242	0.461	56	151.72	1.31097225e-05	13689	1	2	21001429	21044073	21001429	21044073	42645	42645	13650
TXLNA	ENSG00000084652	ENST00000373609	0.24	2	26.188	2.0929125e-06	1638	1	1	32179675	32198285	32180065	32198285	18611	18221	1641
WBP11	ENSG00000084463	ENST00000261167	0.148	1	32.116	3.7772925e-06	1923	1	12	14784582	14803486	14784582	14803478	18905	18897	1451
SLCO1A2	ENSG00000084453	ENST00000307378	1.27	26	28.417	2.0038025e-06	2010	1	12	21264600	21419594	21264600	21395437	154995	130838	2122
KIAA1467	ENSG00000084444	ENST00000197268	0.499	9	31.469	2.990545e-06	1866	1	12	13044381	13142521	13044381	13083449	98141	39069	1866
APLP2	ENSG00000084234	ENST00000263574	0.393	9	39.922	3.2717775e-06	2289	1	11	130068147	130144811	130069906	130144811	76665	74906	2266
GSTP1	ENSG00000084207	ENST00000398603	0.904	4	10.127	8.942825e-07	522	0	11	67583742	67586656	67583742	67586656	2915	2915	622
SSH1	ENSG00000084112	ENST00000326495	0.523	14	41.848	3.897725e-06	3147	1	12	108778191	108857590	108778191	108857583	79400	79393	3331
HAL	ENSG00000084110	ENST00000261208	1.305	35	35.546	3.0329225e-06	1971	1	12	95972662	95996365	95972662	95996344	23704	23683	2040
REST	ENSG00000084093	ENST00000309042	0.286	4	32.03	2.9498425e-06	3291	1	4	56907876	56966808	56907900	56935844	58933	27945	3268
NOA1	ENSG00000084092	ENST00000264230	0.738	13	28	2.315185e-06	2094	1	4	56963350	56977606	56963350	56977606	14257	14257	2093
STARD7	ENSG00000084090	ENST00000337288	0.485	4	18.887	1.485122e-06	1110	1	2	96184859	96208827	96184859	96208827	23969	23969	1058
ZMPSTE24	ENSG00000084073	ENST00000372759	1.327	24	25.439	2.1619225e-06	1425	1	1	40258041	40294180	40258236	40294180	36140	35945	1417
PPIE	ENSG00000084072	ENST00000324379	0.283	1	16.755	1.37643125e-06	903	1	1	39692182	39763914	39738882	39756769	71733	17888	906
SMAP2	ENSG00000084070	ENST00000372708	0.574	8	25.151	2.681675e-06	1197	0	1	40344850	40423326	40374648	40423326	78477	48679	1200
CHMP2B	ENSG00000083937	ENST00000263780	1.216	10	13.952	1.48989575e-06	639	1	3	87227271	87255556	87227309	87255556	28286	28248	633
YTHDC1	ENSG00000083896	ENST00000344157	0.094	1	50.534	5.9132525e-06	2181	1	4	68310387	68350090	68310387	68350090	39704	39704	0
FAT1	ENSG00000083857	ENST00000441802	0.431	49	144.21	1.31877775e-05	13764	1	4	186587794	186726722	186587794	186723856	138929	136063	13846
ZNF264	ENSG00000083844	ENST00000263095	0.992	13	20.828	1.726925e-06	1881	1	19	57191500	57222846	57191500	57222846	31347	31347	1903
ZNF446	ENSG00000083838	ENST00000335841	0.837	5	12.562	1.8497025e-06	1008	0	19	58474017	58481230	58476428	58481230	7214	4803	0
ZNF586	ENSG00000083828	ENST00000391702	1.712	0	1.0358	1.91218e-07	1077	0	19	57769655	57819939	57769655	57780614	50285	10960	1195
